StudyInstanceUID,0,1,2,3,4
1.2.826.0.1.3680043.8.498.63578582005105709464315112377841422047,0.14269868,0.43064898,-1.8319073,-2.3958583,1.8013858
1.2.826.0.1.3680043.8.498.63581528465570438114811413247432484009,-0.4696465,3.3741438,1.6514235,-0.5145584,0.23086992
1.2.826.0.1.3680043.8.498.63584259162619136719633356113186308736,-3.097026,0.42901897,-2.3261826,0.05801929,0.875643
1.2.826.0.1.3680043.8.498.63584495778271626047958107413594723542,2.7502863,-2.404914,1.5006436,-3.6628711,0.4095801
1.2.826.0.1.3680043.8.498.63599080681363103840497953574635466465,0.48725146,-1.8164383,0.8596171,0.09146495,1.8924437
1.2.826.0.1.3680043.8.498.63599472388399528995791577264107172683,2.5151982,1.5182998,-0.9268623,1.2809739,0.12847532
1.2.826.0.1.3680043.8.498.63603097541551908994204159023227599644,1.644753,-0.06859653,-2.604464,0.4436132,-1.6928749
1.2.826.0.1.3680043.8.498.63607439328112106029565943505157437823,-2.749532,1.7447853,-2.0797763,-0.79855055,2.0173457
1.2.826.0.1.3680043.8.498.63623085707766899459778592511242052330,1.246077,-1.1148329,-1.7463034,-2.0331135,-0.010796625
1.2.826.0.1.3680043.8.498.63626420380844267954527464190884903432,2.4733934,0.30774558,-0.1717448,3.6342182,-0.90569115
1.2.826.0.1.3680043.8.498.63634265864115914850704593152608654426,-0.46310675,-2.8122456,5.1962786,0.34901395,0.44258472
1.2.826.0.1.3680043.8.498.63641650613799467143932766340077925691,1.734902,1.7620962,0.93938565,0.55441624,1.7310197
1.2.826.0.1.3680043.8.498.63654126131936001206580187539403613570,-5.4767065,-1.439348,0.10443795,-1.5801787,-1.1045442
1.2.826.0.1.3680043.8.498.63654471633833015969251540906891606696,4.7883754,-1.0171579,0.036763337,-1.0008588,-1.7198217
1.2.826.0.1.3680043.8.498.63656632063599500817949028218419801282,-2.7351842,2.0543802,-0.59405863,-0.90413105,-0.41205335
1.2.826.0.1.3680043.8.498.63658949961824361803039426709843486939,-1.7086802,-3.1540384,2.4673934,-0.30218545,0.89402544
1.2.826.0.1.3680043.8.498.63661731095378381858821717685869519112,-0.5716664,0.23151173,0.02730798,-0.1833952,-2.141097
1.2.826.0.1.3680043.8.498.63677243060641331075414900883545484968,-0.43515673,-1.0700923,-3.5534766,-0.39028403,-0.15803728
1.2.826.0.1.3680043.8.498.63679823459701039947396347188514946564,0.71277004,-0.47677872,-3.3598418,0.9525695,-2.4388833
1.2.826.0.1.3680043.8.498.63685482894357231410197298044280219376,1.723204,-2.7632709,0.18594828,2.6545682,0.59776676
1.2.826.0.1.3680043.8.498.63686542461298939578665240037498063688,-1.1205393,0.91193837,-1.4883894,-0.5653483,0.016183462
1.2.826.0.1.3680043.8.498.63686666779619506721724858890784012991,-4.8525386,-2.2330747,-0.6345352,1.5086973,-0.09351351
1.2.826.0.1.3680043.8.498.63697105147602493362867852772311283887,-2.49224,2.810808,3.1121001,-2.732462,-1.5557545
1.2.826.0.1.3680043.8.498.63702594634346021936860463759454967765,-4.605732,-0.9046973,1.6500765,0.19441172,-1.7988986
1.2.826.0.1.3680043.8.498.63703516463239809716887847789977762736,1.2015524,2.5061054,-2.514391,1.6068431,1.2898787
1.2.826.0.1.3680043.8.498.63704566556069149420631297620336010570,2.0158787,-1.7493832,1.5366265,-3.0038276,0.5938567
1.2.826.0.1.3680043.8.498.63708431644955449885318361595300574134,-0.17898092,-4.4439907,4.0041623,0.40982902,0.91619015
1.2.826.0.1.3680043.8.498.63709658577742420052308865467143924391,1.2575108,0.06493053,-3.28926,-4.7850423e-05,-1.2421442
1.2.826.0.1.3680043.8.498.63711548626054367613919682741695007383,0.6449736,-1.0500357,-0.99095976,-0.1439766,0.5344878
1.2.826.0.1.3680043.8.498.63713681133886504205839010129163275492,2.6533267,-4.6220455,-0.38686976,-1.3797776,0.39901516
1.2.826.0.1.3680043.8.498.63714350996641779885406712958197516957,1.6753478,-2.823419,-2.3429534,-2.0099883,-0.80972767
1.2.826.0.1.3680043.8.498.63716996839220725661026899480354075926,2.0543513,1.2955453,0.3619904,2.0234177,-0.5066096
1.2.826.0.1.3680043.8.498.63728626463902725037354292782959702924,-2.978133,3.6013017,1.6917313,-1.3191328,-1.2746288
1.2.826.0.1.3680043.8.498.63736144328320684350490415762983939877,-1.9603953,3.3926382,3.140524,-1.0449268,-2.4469051
1.2.826.0.1.3680043.8.498.63738549841759484495271298107621086139,-1.3483084,0.5125601,-0.85511583,-2.964937,0.8326697
1.2.826.0.1.3680043.8.498.63743463084298016434323254907364718576,-4.246315,-0.91415,0.15364513,2.2943447,-1.7574644
1.2.826.0.1.3680043.8.498.63747304163145151572455438149544930984,-3.296894,-0.4146917,-0.047306582,-2.0468469,-0.5242559
1.2.826.0.1.3680043.8.498.63750587291275369227393090381877125063,0.7974423,3.3322208,1.3275232,0.11849873,-2.3183544
1.2.826.0.1.3680043.8.498.63757844937091815950027592908709025358,4.6561956,-2.1599495,-2.8295753,1.1656708,-1.1655709
1.2.826.0.1.3680043.8.498.63759650010077934155140449675987259360,-4.399323,3.3288574,-0.10237417,-0.50495076,0.080149606
1.2.826.0.1.3680043.8.498.63760387632365355569893449282881905132,-3.559548,1.3481107,1.108628,-2.579201,-0.30846885
1.2.826.0.1.3680043.8.498.63763657368460886545164486967900473316,-0.68403643,2.8770795,2.045836,-0.7601502,-1.2233974
1.2.826.0.1.3680043.8.498.63766576747293900308347683205470484440,4.800166,0.38821456,-0.9524522,-0.47686455,0.91855437
1.2.826.0.1.3680043.8.498.63766742461441626505720361334780931809,-2.0953145,-0.7305194,0.8423376,-1.8003728,0.71738076
1.2.826.0.1.3680043.8.498.63771542545776609430039773475465005883,4.2721086,1.6983103,-1.9476546,0.1819792,0.23831981
1.2.826.0.1.3680043.8.498.63774510439595060946242936227839627377,-2.3504896,-2.6219342,-2.1969383,-0.3145784,-0.34063375
1.2.826.0.1.3680043.8.498.63780943103813772072220883656762368137,0.31395918,-0.6859918,1.3150718,3.3795643,-0.4532772
1.2.826.0.1.3680043.8.498.63785580006289410145432593595479294583,-2.6817431,2.907306,2.965723,2.0100102,-2.598536
1.2.826.0.1.3680043.8.498.63786495245388190945094453338023492648,-1.9693165,-3.154612,1.833816,-2.2321217,-0.04879742
1.2.826.0.1.3680043.8.498.63788666567222580758569603513259351173,-3.3160272,-3.1358242,-0.9558329,1.5822476,-1.132394
1.2.826.0.1.3680043.8.498.63790929839757493498166672475679288134,-1.8125668,-3.3128712,-0.87501776,-1.1219642,1.3316288
1.2.826.0.1.3680043.8.498.63791478831741642722119202121506519413,-4.7426767,1.9629954,0.592526,1.4549011,1.138327
1.2.826.0.1.3680043.8.498.63793329917774063354916854017558395443,0.5443833,-4.3782744,3.8812678,-0.51443624,-0.75871134
1.2.826.0.1.3680043.8.498.63796463630149361028469876808566087131,-4.805152,-0.66406476,-0.4046258,0.3727222,-0.5633995
1.2.826.0.1.3680043.8.498.63798862130280559555249529442087463502,0.32298398,2.6168544,-0.50812626,0.029618926,-0.6340032
1.2.826.0.1.3680043.8.498.63802954090811485101053226570555813062,0.11747938,4.444952,1.0141656,2.0395496,2.473239
1.2.826.0.1.3680043.8.498.63803404793171278128500215309136260313,2.356503,-2.7112358,0.33002478,2.5647037,0.4144923
1.2.826.0.1.3680043.8.498.63808102877378876487263936472708603536,0.9887394,-2.7626925,-2.2150533,-2.0717902,2.4990337
1.2.826.0.1.3680043.8.498.63824400522074152162874232049205376802,-0.49331406,-2.7723627,-3.691967,-0.97819173,-1.3335272
1.2.826.0.1.3680043.8.498.63832389655884938776052987579867991424,-1.9428871,0.9033003,-2.2254252,1.3010453,1.3008755
1.2.826.0.1.3680043.8.498.63835246024817648189116614391791563713,-0.5791309,-0.99315494,-2.2486546,2.246174,-0.49744588
1.2.826.0.1.3680043.8.498.63835669849543271364616308004521579591,2.1334298,0.1123349,-2.6551442,-1.2242877,-0.6771308
1.2.826.0.1.3680043.8.498.63837890209376272733076263923821495765,-2.9365962,0.09127082,0.98736674,-2.4231856,-1.7790248
1.2.826.0.1.3680043.8.498.63844675083728448489494306409186568015,0.3340069,-4.3593864,2.071207,0.80393964,1.3345411
1.2.826.0.1.3680043.8.498.63845213550568297841677452091509427127,-2.9100988,1.6679159,-0.7539054,1.4267035,0.9529301
1.2.826.0.1.3680043.8.498.63845958676355101844618532477047180172,3.901112,-2.0379515,0.6225482,1.2212521,2.214316
1.2.826.0.1.3680043.8.498.63855105278460560121837191813680407043,-3.1693006,-2.9683597,-1.657424,2.501849,-1.3374683
1.2.826.0.1.3680043.8.498.63855456021487679342790519911719574763,1.563875,0.8315264,-3.330952,-0.5597075,1.5999507
1.2.826.0.1.3680043.8.498.63856120648993822387201024571106504604,1.5378188,0.036895566,4.082625,0.06354926,1.2256445
1.2.826.0.1.3680043.8.498.63875243098559139887010444094187945226,0.867385,-2.2997718,-2.8518298,2.9945967,0.68315846
1.2.826.0.1.3680043.8.498.63878256057137059539622704897244147031,-5.4647245,0.7071856,0.03837803,0.38424677,-0.61410683
1.2.826.0.1.3680043.8.498.63881531924161649373563564567018901161,-0.35522225,-4.413773,1.5162618,-2.0071404,2.7679117
1.2.826.0.1.3680043.8.498.63886573558585015846643086397166482129,-0.2592874,1.8426706,-0.23650278,-0.86970407,-1.7406881
1.2.826.0.1.3680043.8.498.63893072454084209680541419165792633372,-1.1968318,-4.0506206,4.595848,-0.8754046,0.4682491
1.2.826.0.1.3680043.8.498.63893774551456222305913678948213403176,0.118300125,-1.2086046,-1.8138016,-1.6746278,0.13710763
1.2.826.0.1.3680043.8.498.63894250624393753681441041894136063199,1.6395155,-1.2722142,-0.564076,-0.09428759,-2.621907
1.2.826.0.1.3680043.8.498.63894584162355140639555541305735662973,1.0698057,-0.2574916,1.5701993,-0.820363,3.2931485
1.2.826.0.1.3680043.8.498.63899596215378697815675019964994707517,-0.046492465,-0.7141902,-2.0760357,0.4050234,1.449244
1.2.826.0.1.3680043.8.498.63903504024608966763970568448660068749,-0.21363665,-2.093235,-3.5226574,3.3498685,0.92473817
1.2.826.0.1.3680043.8.498.63903698676596813502676079902411682401,6.011717,-1.0084145,1.2886412,-2.363758,-1.326204
1.2.826.0.1.3680043.8.498.63905696638774004032620475171452703480,0.27219635,3.3988187,-0.8665614,0.16037658,4.543631
1.2.826.0.1.3680043.8.498.63911846456623934523901924674896198227,1.4995368,4.5062375,-0.18507513,2.7654545,0.80838495
1.2.826.0.1.3680043.8.498.63914461562655604389458704791197650880,1.8272023,-4.2864623,0.53506845,-3.075189,0.1988979
1.2.826.0.1.3680043.8.498.63918843239773072744817761242085619833,1.4505751,2.85325,1.22356,2.2614713,-2.426909
1.2.826.0.1.3680043.8.498.63921459761596461437157754658252484223,3.923429,-0.15634164,-2.7445047,-0.41443843,-0.69254917
1.2.826.0.1.3680043.8.498.63927643514699796799325100782707356453,0.1315397,-2.7701623,-1.8490987,-3.1474712,0.47200635
1.2.826.0.1.3680043.8.498.63927685195142180146406487723301946030,1.2127136,-2.1892629,-2.5252151,1.0594581,-0.9490302
1.2.826.0.1.3680043.8.498.63930490975272359190052768344916125059,-1.1761109,-2.2671738,-3.3880363,0.86035824,-0.47503427
1.2.826.0.1.3680043.8.498.63932201717151047752410737884359436261,3.5131638,1.5151445,-0.15909891,-2.3359568,-2.0612664
1.2.826.0.1.3680043.8.498.63936549715248165922715054768594656076,-0.0717858,0.87862194,0.32966504,-2.1139605,-0.79158753
1.2.826.0.1.3680043.8.498.63940650837084676591984759866022029131,1.4606714,2.2367013,2.5998724,-0.49830556,-2.6884348
1.2.826.0.1.3680043.8.498.63941396866465813303473490873118358287,1.1864,-1.9478672,-0.28845954,-1.9315066,-0.9443717
1.2.826.0.1.3680043.8.498.63948065808960830101816751036577180679,-3.674768,0.13415,1.331436,-2.4232783,-1.5248727
1.2.826.0.1.3680043.8.498.63950045167955112151594620058320270043,4.682554,-1.7215604,-0.3834049,0.34161222,2.694926
1.2.826.0.1.3680043.8.498.63954742167338263233088613572479944275,1.9777666,2.7007976,-0.7724762,-0.10680882,0.8713546
1.2.826.0.1.3680043.8.498.63961933594199300305518052613474641133,5.5385695,0.80823815,2.1452518,-0.78866917,1.5157443
1.2.826.0.1.3680043.8.498.63964831990584727369366679607136219668,-6.048733,0.29216912,-0.11320537,-0.56237286,1.7673888
1.2.826.0.1.3680043.8.498.63965203979576731536024986286446925480,0.412814,1.0229017,1.4630721,-1.7792956,-2.0097265
1.2.826.0.1.3680043.8.498.63965483227309985638534725846582227375,1.104674,2.2623513,-2.0212579,0.11275975,2.2107983
1.2.826.0.1.3680043.8.498.63974061085324063407523757754557770436,-1.084671,1.6988962,-0.93247,-0.22028418,0.08340981
1.2.826.0.1.3680043.8.498.63976806937762884697246470000841124721,-0.21519054,1.2033011,-1.7914689,-1.785291,-0.9380466
1.2.826.0.1.3680043.8.498.63984745238396687802470406000231410881,4.125433,-1.4702455,3.1046274,-1.1747386,-1.4964026
1.2.826.0.1.3680043.8.498.63985412341955484353998670088533101256,-0.9878835,-0.99575275,-1.405566,-2.8480663,0.6964242
1.2.826.0.1.3680043.8.498.63987581447577215802039992367122997799,-0.87446064,2.490609,2.7501624,-1.2194098,0.19813758
1.2.826.0.1.3680043.8.498.63988244034564749799703868629794273485,-0.041699983,1.9225934,-1.1278775,-2.8557222,0.93259543
1.2.826.0.1.3680043.8.498.63989242096108617668167284297967891405,-0.47709903,-3.0412517,2.0446947,-4.6706357,0.071073554
1.2.826.0.1.3680043.8.498.63995656785680319957186689665284345878,-0.181698,0.4341843,-2.913796,-1.8580935,-1.0504808
1.2.826.0.1.3680043.8.498.63995773772685093428492193086981541397,3.276524,-1.9847949,-1.581974,1.1551105,-0.60072756
1.2.826.0.1.3680043.8.498.63997999362225405499483275588640185530,0.5538754,-1.8628272,-0.63829154,1.0363162,-2.6732287
1.2.826.0.1.3680043.8.498.64000637766320125045908396113391433761,3.29186,-1.3169156,-2.6029396,-0.89676166,0.824903
1.2.826.0.1.3680043.8.498.64003321710077796548779647187846731267,2.4208453,-1.4995179,-3.5913262,2.0824118,-0.35375744
1.2.826.0.1.3680043.8.498.64019997351453974304630011462557363467,-2.566233,-0.3343311,-2.2740307,2.3923607,2.1120555
1.2.826.0.1.3680043.8.498.64020399006060591464821600932665230420,2.1157498,-4.992749,2.0879927,-1.2662787,1.816477
1.2.826.0.1.3680043.8.498.64023553534743966381513427501974665619,-2.7135687,-1.5576669,-0.24006715,-0.7787185,-1.452916
1.2.826.0.1.3680043.8.498.64026305852812889576355513608388810670,2.8652136,0.64533776,-2.1050134,0.45004654,0.9530799
1.2.826.0.1.3680043.8.498.64033420010602236313906989763260122070,2.6615498,-4.2026753,0.37203145,1.013937,1.2433326
1.2.826.0.1.3680043.8.498.64035586523748811354419946954819171100,1.8408531,-2.315546,-1.7878096,-2.6769032,-0.43322217
1.2.826.0.1.3680043.8.498.64039737568545592168115208416220060537,3.111386,0.145262,0.8163567,-2.4874873,-1.7936703
1.2.826.0.1.3680043.8.498.64040993178792004119523100046287124883,-5.293465,2.6906323,0.0018489826,0.8466997,0.4133048
1.2.826.0.1.3680043.8.498.64042538707210436065278392258662879922,-4.5316205,2.19827,0.04001207,-1.1820393,1.1613667
1.2.826.0.1.3680043.8.498.64051252183470931701351579155048193488,-0.49281314,-0.10076598,3.4282641,-0.43036425,-2.7179694
1.2.826.0.1.3680043.8.498.64052568057235594063997604737900055376,0.22608937,0.25059393,-2.1125016,1.3660007,-2.3220916
1.2.826.0.1.3680043.8.498.64058569911687666665930819266353166968,-2.2128808,-3.1158607,-2.409363,2.9159255,-0.8917779
1.2.826.0.1.3680043.8.498.64062031254751633102133303580471936395,3.263929,2.5181282,-2.3375652,-1.2965516,-0.38517544
1.2.826.0.1.3680043.8.498.64066074313981466268236811346603421864,-1.2735593,0.47766572,-0.7488545,0.92501956,1.3283181
1.2.826.0.1.3680043.8.498.64077392997385736476645631012577687778,0.24284828,-0.7333174,1.3846895,4.5399814,0.565758
1.2.826.0.1.3680043.8.498.64082909559649792814438068492229905744,-0.80986726,1.2014761,-0.13378437,-0.13342723,-0.6079323
1.2.826.0.1.3680043.8.498.64088821033891812570611439598156750502,-3.8689954,-0.07810368,-2.446281,0.7567053,0.5656509
1.2.826.0.1.3680043.8.498.64089001404693881319870689224491401812,1.8457843,2.9856904,-1.2065276,-0.44305927,0.5737519
1.2.826.0.1.3680043.8.498.64091011454919628317503874914340038325,-0.7519746,1.2384517,-1.0850128,-1.276854,0.32834968
1.2.826.0.1.3680043.8.498.64094830912050150691709647418969866560,0.98857296,-3.9280555,3.4061253,0.43828666,0.84161615
1.2.826.0.1.3680043.8.498.64097992457587939248223571607888334974,-1.3679383,0.66261023,0.8798425,2.000581,-3.1748245
1.2.826.0.1.3680043.8.498.64099799049568371845024611712438931248,2.652905,-0.50268936,0.98533785,0.88115585,-0.35779157
1.2.826.0.1.3680043.8.498.64112219923959438484883202707025357900,2.4279141,-1.0279459,-2.2184312,-0.40031,1.148768
1.2.826.0.1.3680043.8.498.64118073409939119099225565113253448128,0.2302164,3.4974246,-1.6339583,0.026868686,1.147475
1.2.826.0.1.3680043.8.498.64123414289308494423601964136799347547,3.7000823,-2.0896807,-1.5255455,-0.89691716,2.1719832
1.2.826.0.1.3680043.8.498.64125903852671456731978771007720605435,-4.5884376,2.4186804,1.8913829,-0.052251033,-0.13819876
1.2.826.0.1.3680043.8.498.64127060557361018142091700215411765684,-2.6018462,-3.0498168,-2.8060853,3.0579264,-1.5358764
1.2.826.0.1.3680043.8.498.64127112498852345650145486542821931796,-3.6527894,0.721078,-1.2433357,1.253962,0.04792565
1.2.826.0.1.3680043.8.498.64128455920218103586559055621759449694,1.0088993,1.3217676,3.908695,-0.6534605,-3.2850676
1.2.826.0.1.3680043.8.498.64140819097427353971800174304331471999,0.13325259,-0.8820772,-2.8748448,-0.5044933,-1.8576062
1.2.826.0.1.3680043.8.498.64141561147807110310668669612692542753,-1.0549763,-0.8459824,-0.34345087,-0.91463304,0.69770145
1.2.826.0.1.3680043.8.498.64143011846370472767257197921572823884,-2.809147,1.4821937,1.0504727,-1.3743082,3.026891
1.2.826.0.1.3680043.8.498.64145129475469727058625561903640192666,-4.5303373,1.6155093,0.46344465,0.2770135,0.8495189
1.2.826.0.1.3680043.8.498.64154095077050599184372892030416041447,2.5656738,-1.3727745,-2.1851668,-1.0090735,-0.17681383
1.2.826.0.1.3680043.8.498.64156841471505422066634547378624608695,2.806053,-1.5866033,-1.2716113,-1.0042101,0.57108414
1.2.826.0.1.3680043.8.498.64159989725151031748003232200763010257,-0.42666113,-4.434249,-0.39370027,-1.1198348,-0.47639626
1.2.826.0.1.3680043.8.498.64161771294619242830819497525186207552,-1.50397,-0.024298426,1.4226984,-0.63409746,3.005332
1.2.826.0.1.3680043.8.498.64168088970553938191604231452371766600,3.312176,-0.114963986,-1.7872701,-0.07345337,-2.1402311
1.2.826.0.1.3680043.8.498.64173630448852252696573444003457733544,0.91709733,-0.53655505,0.5745331,0.66414195,2.0388544
1.2.826.0.1.3680043.8.498.64174514661488934173162757540987308768,2.6570709,2.835834,0.028078772,2.493775,-0.70202774
1.2.826.0.1.3680043.8.498.64177761608460380872713757898208622636,1.4330387,-1.1125493,-3.284859,-3.4554377,0.5968657
1.2.826.0.1.3680043.8.498.64180397737841534021822243229745612391,3.5832171,2.6107638,0.9509164,0.08674186,0.9422955
1.2.826.0.1.3680043.8.498.64186026325033399640784154044149061829,0.6621081,0.074689895,-0.6302122,-2.1227517,-2.0188408
1.2.826.0.1.3680043.8.498.64188888530553756658178759020117137751,-3.744912,-1.3985889,-0.12509683,0.869658,-2.366155
1.2.826.0.1.3680043.8.498.64189337542234361400267210204738776746,2.6529531,0.51268804,-0.50652665,-1.2498385,2.2269511
1.2.826.0.1.3680043.8.498.64198544411655237657046762544283756513,-1.6478333,2.9000545,-0.56073225,-0.8553796,1.2762076
1.2.826.0.1.3680043.8.498.64198828377576863443145052165540204947,1.4994689,1.746464,-0.4093707,-0.82075924,-2.4371722
1.2.826.0.1.3680043.8.498.64201204569462367005411759379115626845,-0.01989807,3.3057399,2.3580828,2.1131268,-0.4013623
1.2.826.0.1.3680043.8.498.64201312635294774551614602832073523569,1.7094707,0.2394622,-1.2462901,-0.99499106,-1.0105242
1.2.826.0.1.3680043.8.498.64204267751812086015996044846604898842,1.5405918,1.1190509,-1.7722539,2.277945,2.2585897
1.2.826.0.1.3680043.8.498.64204698159059048469460512243546528861,-3.5153081,-3.2825294,-1.0033954,1.3833703,0.31363654
1.2.826.0.1.3680043.8.498.64215643736441935649846574417216326614,0.26848426,-4.054922,3.9440253,1.0770016,1.2933599
1.2.826.0.1.3680043.8.498.64217196474214446371105629751764259506,-3.3021016,-0.5986648,0.39692187,-0.5827867,-2.9852457
1.2.826.0.1.3680043.8.498.64223947617700219652438708085952519819,0.083052844,3.9035082,2.5496142,0.57564735,-1.4619944
1.2.826.0.1.3680043.8.498.64225013817365417818047236662954334719,-0.73762435,-0.82332706,-1.4606876,1.4327415,1.1551389
1.2.826.0.1.3680043.8.498.64236247159938803558092096289767086898,-1.1083064,1.1485139,1.350006,-3.4087503,1.4775435
1.2.826.0.1.3680043.8.498.64237341247411181124162729023706741105,-4.4680037,2.8422952,1.0963959,-0.87487304,-0.24808566
1.2.826.0.1.3680043.8.498.64238718684739218280742566654931912278,3.7728443,1.2633072,-1.4151499,1.6577969,-0.8637576
1.2.826.0.1.3680043.8.498.64242325941321921137410929158318273925,1.4692558,0.20247534,-0.047235414,1.6506633,-0.5519214
1.2.826.0.1.3680043.8.498.64245224830196848200323957533272393784,2.6025467,-0.7997552,-2.3530483,1.8821565,1.8129551
1.2.826.0.1.3680043.8.498.64252721161310409508246818876478577136,0.9855552,1.1142344,-1.0874869,-0.99590355,-0.043554194
1.2.826.0.1.3680043.8.498.64253227862875652370777492126934803681,-2.6255074,3.2775269,1.6349602,2.1796525,0.20764698
1.2.826.0.1.3680043.8.498.64258491966840808409462815139500126378,3.4387147,-1.614936,-0.56119305,2.0061224,0.30615917
1.2.826.0.1.3680043.8.498.64259235376514683680409238280388963558,-0.6174003,-4.7124214,3.022154,-1.1797336,1.002788
1.2.826.0.1.3680043.8.498.64260240825866642780459358105048084337,1.3748848,-3.514749,4.458202,1.4100106,1.0521052
1.2.826.0.1.3680043.8.498.64266325633867118231525887118304926752,-4.8642206,0.40947953,-0.5674065,-0.2687919,0.07117657
1.2.826.0.1.3680043.8.498.64270259105262208092688901452861196139,-4.2945127,-1.2205282,-1.5679821,2.8277256,-1.3539642
1.2.826.0.1.3680043.8.498.64270547999273152628208135519852784720,2.1137722,-1.3231789,-0.9454568,3.010213,0.49948603
1.2.826.0.1.3680043.8.498.64270807619092263686518336345704487618,3.5219603,-0.72823226,1.0092759,0.1472171,1.5968735
1.2.826.0.1.3680043.8.498.64275340013069954173115368237577048413,3.5165262,0.6062002,-3.417819,-0.039773922,0.2781403
1.2.826.0.1.3680043.8.498.64276174690205728728613674556123746223,-1.7078998,2.6710498,0.35338667,1.6826029,-0.7923495
1.2.826.0.1.3680043.8.498.64279640282946634418974289979291435014,2.0449572,1.8130072,-0.75546014,0.618811,-0.0871129
1.2.826.0.1.3680043.8.498.64286418823311667450172459714518193349,1.5028684,4.1205897,0.008963414,0.7774687,0.0518985
1.2.826.0.1.3680043.8.498.64287786351982112113592166727377140765,1.745842,3.6346457,2.0488565,-0.6861426,-2.0635953
1.2.826.0.1.3680043.8.498.64289950096035751445880444393387190192,-5.8279867,-0.6935053,0.07656998,-1.1685227,-0.28075388
1.2.826.0.1.3680043.8.498.64292074905630553060580340861900032042,-0.39256296,4.6821117,1.1163286,0.10133544,0.8674143
1.2.826.0.1.3680043.8.498.64303349109173452085430576374352416121,-1.8412099,2.16266,-0.75113773,-2.3389955,-0.4540516
1.2.826.0.1.3680043.8.498.64306961267910184708167881326903990438,0.11937219,0.5341816,3.426933,-1.6886951,0.15267625
1.2.826.0.1.3680043.8.498.64308167303806518847158881426093238907,2.1033776,1.4100145,-2.571775,-1.7244356,0.6502949
1.2.826.0.1.3680043.8.498.64310947664078182227032789938236717518,2.2473564,0.55358434,0.9930586,-0.9957043,-0.4876704
1.2.826.0.1.3680043.8.498.64311420910750276836567731083977057466,-3.2602906,-1.647192,-2.5303817,-0.08408499,1.4346362
1.2.826.0.1.3680043.8.498.64314950580322700507392957309729929367,4.330928,2.4324245,1.39896,-0.6683572,1.6780796
1.2.826.0.1.3680043.8.498.64319349568151196169478546441608414204,0.4737365,-3.2187397,5.1419053,1.3381089,1.5540632
1.2.826.0.1.3680043.8.498.64321657765029469123808574924002874953,-5.218705,-0.8900231,0.095033675,-1.7723495,-1.0466549
1.2.826.0.1.3680043.8.498.64346664114431019030907899713030815449,2.5375009,3.6958625,-0.8137505,2.9984028,-0.16770408
1.2.826.0.1.3680043.8.498.64348363409523535528980830603593441634,1.2784783,-1.1744744,-2.8417568,-1.7754782,0.54194266
1.2.826.0.1.3680043.8.498.64350687816885957051991769574296049154,3.208229,-3.4472518,1.9476153,1.9298383,1.247803
1.2.826.0.1.3680043.8.498.64352124948463462750364898524612186531,-1.9034846,-1.3887305,-1.9198179,0.28904694,0.21047147
1.2.826.0.1.3680043.8.498.64352809350947061601245441855760237715,-3.4009745,3.3936806,0.43302777,0.15848085,2.9820342
1.2.826.0.1.3680043.8.498.64358366777455350961191801892671108814,3.050515,0.56487787,-2.2320673,0.60177904,-3.044585
1.2.826.0.1.3680043.8.498.64359259944821264821044892856467868266,0.5429195,2.0492663,0.21160229,2.3954358,-1.1319075
1.2.826.0.1.3680043.8.498.64359808078239195065285407453092595000,0.51712304,2.1688025,0.31431925,0.9083151,-3.4536102
1.2.826.0.1.3680043.8.498.64362329490970188176030420307312265480,0.15500106,5.0972166,1.5891848,1.751095,-0.74268824
1.2.826.0.1.3680043.8.498.64377068854637754354876515713382802256,-0.31469622,2.7446187,-0.73790586,-0.23752324,0.29535535
1.2.826.0.1.3680043.8.498.64382626749011780990761697908811985002,3.9554672,0.8750311,-0.8862381,-1.1714877,0.869333
1.2.826.0.1.3680043.8.498.64388920614961763515990000227442220664,3.3357952,-3.379281,-0.4244281,-0.7762291,-0.22654639
1.2.826.0.1.3680043.8.498.64397597377548700414289938587802146845,0.91748095,-3.3663962,4.646491,1.3076292,0.38433078
1.2.826.0.1.3680043.8.498.64397638712288244077796647451607951116,0.16014937,2.176484,-0.22984174,-0.08350037,1.3861823
1.2.826.0.1.3680043.8.498.64398956399144941758962173197449678077,0.80360526,1.7219428,-1.3259852,-2.0726113,2.7469907
1.2.826.0.1.3680043.8.498.64407580718646191687770611587654484986,3.8206153,-0.6559358,-0.7263661,0.5402097,0.95091474
1.2.826.0.1.3680043.8.498.64409762539015080795505701301238645179,2.4476829,1.0768075,-2.1163247,0.14722137,1.7538911
1.2.826.0.1.3680043.8.498.64414359924793107284852101336273092720,-1.7196981,2.869471,0.4026361,-2.2241845,0.6520574
1.2.826.0.1.3680043.8.498.64416979198469905749542390541990002362,-4.712447,2.8158753,1.156905,0.0055210255,1.3003949
1.2.826.0.1.3680043.8.498.64418660037707715828659418349280719917,-4.2132716,-1.7142286,0.23869926,0.30482814,-0.8482475
1.2.826.0.1.3680043.8.498.64434947469715640401147658287465690106,2.6463504,-0.6765391,2.3241513,-2.3138757,-0.8694165
1.2.826.0.1.3680043.8.498.64440466100770649922714235600645208301,-2.3563194,-1.3645935,0.055489846,-2.3557577,1.3830533
1.2.826.0.1.3680043.8.498.64444595164333238206996498386077431989,0.45386428,-3.314185,-0.43271863,0.81528205,-0.44141376
1.2.826.0.1.3680043.8.498.64446531652790936179775166173851908260,2.404211,0.71656877,-0.16596419,2.2290018,1.1144444
